id,name,sku,price_eur,wholesale_price_eur,is_active
e3b5344f-86d0-4d43-8a50-6f5b35ecf665,'OWS Renew' Classic Costume,SFI-138,50,0,true
1bcff2de-564e-4a51-b2b0-dab73f510ce0,001 Bad Debt,QB-1488,0,0,false
c96012ef-861a-4894-90c4-b99b4d6f2eae,31577,QB-1115,77,0,false
da495922-e63e-4460-a62d-b89e8fe5c36a,31578,QB-1114,77,0,false
5ce98388-39a6-4e39-9173-f5862b586499,31579,QB-1116,77,0,false
56539241-be7c-479b-8a65-e47ce7b57bf5,31580,QB-1118,77,0,false
ee67958c-4737-4493-882e-62bd670680bd,31581,QB-1119,77,0,false
d46898b7-946b-40d8-8aa3-f6310d226c82,31582,QB-1120,77,0,false
fe057707-6883-474e-973a-3356d0cf0c67,31583,QB-1122,40.99,0,false
0385395d-0878-40ce-9ae7-242815c74924,31584,QB-1123,40.99,0,false
b4073db5-108a-413b-bfbf-25374689b835,31585,QB-1124,40.99,0,false
2cd16eb0-551b-4088-a520-956e689cb54e,31586,QB-1131,40.99,0,false
2aa7b7d7-7489-4aea-97fb-a96d8405600c,31587,QB-1132,40.99,0,false
ab33f257-403b-44de-83c3-b189d22f03d0,31588,QB-1133,40.99,0,false
c12b062e-c94f-45b7-8cfa-4b206d81f144,31589,QB-1125,40.99,0,false
c089b76b-103e-44f0-9f13-fae85ce1018f,31590,QB-1126,40.99,0,false
f8a60478-0fd1-463c-81fa-956013490e22,31591,QB-1127,40.99,0,false
b4260953-fbb0-4fe0-8a7c-46c729a86da8,31592,QB-1128,40.99,0,false
7bbb5029-39b8-412f-b433-beb0e78b2cb7,31593,QB-1129,40.99,0,false
2a2128ee-c464-4108-ba6c-168f77bf8b82,31594,QB-1130,40.99,0,false
8a9c4ba7-88e6-4d33-b04e-6ed13808a640,31596,QB-1094,77,0,false
10b91ce8-7281-4b85-a1e0-d21e184868cf,31599,31599_1310,60,0,false
1a8521dc-0b94-4100-98a1-d319324dfcbf,31600,31600_1312,60,0,false
2f85d5ac-a01b-466e-a8fe-f15c76dfcea4,31607,QB-1155,62,0,false
f2f6e686-aade-4592-989f-6ededcf8dd86,31608,QB-1154,62,0,false
ee44f7f9-9336-45a3-9818-d2c10e92c089,31609,QB-1153,62,0,false
fdd44f8d-00e1-4525-aa60-dbcd192a46f8,31610,QB-1149,0,0,false
c60187a5-2cc4-4a0b-9798-7250c4deac21,31611,QB-1148,62,0,false
2ea5e4f6-89cd-4461-bc37-ddcdbc46d213,31612,QB-1147,0,0,false
5ee0b005-e566-451a-8196-af6d79b2d2b9,31613,QB-1152,0,0,false
bafc7650-c9b3-401e-8991-ef1ab43f8c57,31614,QB-1151,0,0,false
741cfc7f-4ff2-4f7a-a9cd-5e812f854b9e,31615,QB-1150,62,0,false
2320bfa6-4e41-48b2-8869-781643babcb6,31616,QB-1146,62,0,false
535ade52-8076-41c5-9933-9fbe9bcbe421,31617,QB-1145,62,0,false
f593af8f-49d2-463c-a92c-82591a246ed1,31618,QB-1104,62,0,false
6afeaf3b-c14b-4359-9e83-f57379b23daa,31619,QB-1136,77,0,false
f2a47c0f-697d-40a4-984d-19d2e63d01a6,31620,QB-1135,77,0,false
eee3d19d-7a9c-4707-8d35-9c543e21d642,31621,QB-1134,77,0,false
62afa5b8-267c-4671-9e0f-2668d860532e,31622,QB-1141,0,0,false
f9ed12d5-e1ef-4944-aaf0-b1fc5c473bb5,31623,QB-1140,0,0,false
d375b3e9-9667-46b9-9684-ba34654ad18e,31624,QB-1139,0,0,false
a84a5a9e-8e99-4640-8733-cb8ce36eda50,31625,QB-1138,77,0,false
23ff05d4-5e17-43c2-8c54-6af06c7d7150,31626,QB-1137,77,0,false
ad4244e1-dc57-4f47-8c99-a44e4d302f35,31627,QB-1103,77,0,false
32c34d00-1126-4d3b-8686-10332f1d227c,31628,QB-1144,77,0,false
f07f5c87-60c0-4041-9d21-dd856fee9772,31629,QB-1143,0,0,false
82eb5633-be6c-4a10-a189-808a32d6dfb3,31630,QB-1142,0,0,false
b82205dc-cc3a-4b0e-8448-6a6b9d309947,31642,QB-1117,77,0,false
5ce000ec-161e-4b21-98be-0baa2679b3a4,31643,QB-1113,77,0,false
315ae9f1-5527-4bb5-a564-ee4e2967e394,31787,31787_2444,100,0,false
2eebf6b1-df15-404b-adf0-f29e2c841eb3,31788,31788_2445,100,0,false
159e7218-f1a3-44ba-8cf1-eaf853d5e06e,31789,31789_2446,100,0,false
d27a2810-a5e3-4ef7-a3af-60f679aba336,31790,31790_2447,100,0,false
98e52de8-faf7-49cf-92bc-dd14f30528e0,31791,31791_2448,100,0,false
4e8184e2-8968-472e-82c1-fd2e69421d6c,31792,31792_2449,100,0,false
f2aad053-0679-4f59-b0b8-be52b6c86446,317922,QB-1447,99.99,0,false
da28f575-3255-4c12-a036-e6d7f7b9a5b3,31794,31794_1305,99,0,false
e7abe2b2-0047-49ed-9817-8349d3165153,31795,QB-1439,99.99,0,false
d70a0e1c-deab-417c-bcc1-75150f5fbf8a,31796,31796_2453,65,0,false
9c14cf37-e53c-4127-971c-10d0a1ab947c,31797,31797_2454,65,0,false
b2a8806d-a77c-4c92-94a4-a9c9ad2839fa,31797,QB-1300,65,0,false
3e3da6b2-0700-4767-aa1e-2ace6acd623f,31798,31798_2455,65,0,false
9793ca63-67fe-488d-a1b8-2f2190f7ae16,31799,31799_1322,65,0,false
ec856e7d-8a7e-49ff-8100-4ee68d4ee174,31800,QB-1283,0,0,false
e1336bc4-8a9b-452f-bf84-015a4a70a8a2,31803,31803_1301,65,0,false
23ec7964-31b4-4c7a-8798-9ad66d2145d2,31806,31806_1304,46,0,false
ca3774ea-b223-4cad-b47c-94db233fb4f9,31809,31809_1303,46,0,false
f9186532-0c83-4cee-80f0-8e50546f3232,31811,31811_1321,45,0,false
4c5f37e1-af7f-40f8-90f3-95389aa507f8,31812,QB-1281,45,0,false
cc0f64f7-bdd4-4f0f-8e5c-d5ba1dfdaf0c,31813,31813_1324,45,0,false
9b1a5a00-75c6-4a52-8e41-32169f309ad9,31816,QB-1494,74.99,0,false
c235bf69-c08f-4888-b53e-1a11e06107e3,31817,31817_1302,65,0,false
49784935-58e5-4e8f-a134-160536265029,31819,QB-1326,45,0,false
a6449a0c-ac56-4578-904e-9f04679f28b6,31980,31980_2498,30,0,false
f6c4bf5a-4658-4c5a-991e-2c62a986b7e4,31981,31981_2499,30,0,false
886a8a5d-f01e-461a-8429-6c47e4d5ca87,31982,31982_2500,30,0,false
f1aba1f2-ee83-46c4-93df-e5e50de2c944,31983,31983_2495,30,0,false
70b14e33-8434-4c41-a038-7cdb7cd4d999,31984,31984_2496,30,0,false
79d9aa7f-8e06-434d-921a-64fcc9d4c858,31985,31985_2497,30,0,false
05f38a08-8664-4436-b479-214023dc0825,31986,Stance Hi Vis Orange Matte 52-55cm_1566,29.99,0,false
6c5af9a7-15b0-4874-8aaa-e4c1ed456fa6,31987,Stance Matte Hi Vis Orange Helmet Medium 55-59cm_1514,29.99,0,false
8ec4b48c-f7c6-4540-b062-7605570accb9,31988,Stance Matte Hi Vis Orange Helmet large_1515,29.99,0,false
9e8d841a-2741-4b82-8cd7-8fde7cf7b41e,31989,31989_2501,30,0,false
abdcfc24-15be-4150-838d-5616dc2c587b,31990,31990_2502,30,0,false
b105a9bb-9c2c-47a3-877b-893ce373489d,31991,31991_2503,30,0,false
0354d4ac-584d-4aad-b3c3-cd7bb530a23f,31994,31994_2517,22.5,0,false
b015811f-2b2c-47b1-856a-93475d3bbc70,31995,31995_2518,22.5,0,false
889b6c92-3c8e-462f-8fb9-03fbcb507ae0,31999,31999_2515,22.5,0,false
50aef2ee-03f0-4b16-8041-1c5e7b634c9a,32000,32000_2516,22.5,0,false
f28043d8-7dac-488e-8b19-92957459c6ff,32001,32001_2513,22.5,0,false
fcd4f4d2-9b18-4fcd-a4bb-809ade56fad9,32002,32002_2514,22.5,0,false
eda6fd58-f7c9-46eb-8647-11037bc958a9,32006,32006_2546,85,0,false
dbab769b-8766-4f13-9534-59dae2eb56c5,32007,32007_2547,85,0,false
32511bb6-72b4-4f7b-a7db-d58ed8028f13,32008,32008_2548,85,0,false
38c732cd-4e75-4f46-9f38-c29ede4e0087,32012,32012_2456,65,0,false
93a219a4-d466-4b4d-abd7-f9dcb4532df0,32013,32013_2457,65,0,false
71498e01-6e33-462e-8f4c-6da518577ba7,32014,32014_2458,65,0,false
d77be429-32bc-4fce-a222-7994d1317f39,32016,32016_1542,65,0,false
4f82f51a-5a46-4f55-8902-1a7e5a473bbb,32239,32239_2441,100,0,false
31cefb58-b886-46d9-959f-686ccc9921ba,32240,32240_2442,100,0,false
7aa16eb9-ac9d-4b7f-a2a7-4e5db90b0e15,32241,32241_2443,100,0,false
acd59211-9304-4159-b4c8-466042151793,32242,32242_2450,65,0,false
42467447-a033-42b5-86bf-5aebcea59d29,32243,32243_2451,65,0,false
6d41f09f-bf30-4650-a850-2be427b15777,32244,32244_2452,65,0,false
ecd40f52-b515-42bc-bfae-4f73fab710c8,32245,32245_2459,65,0,false
4b5b8044-0a75-4404-a576-494d09d14bed,32246,32246_2460,65,0,false
0df710af-d6e4-446f-a75a-4c7eb7fdd65e,32247,32247_2461,65,0,false
dc946686-116d-4743-8679-2b4d2eea8ca7,32248,32248_2462,65,0,false
fbe62f0c-6ce4-4d82-b264-43c048fcb7a5,32249,32249_2463,65,0,false
df40c628-bee0-409e-a193-f630f27b00b8,32250,32250_2464,65,0,false
17f432a8-96df-4fef-a0b7-70921a7b4985,32251,32251_2465,65,0,false
1626572e-69c0-4cb2-9ecd-dd2a64a1198c,32252,32252_2466,65,0,false
f8c218e5-ee64-4eed-97e2-e9ff74b3b4ff,32253,32253_2467,65,0,false
a57b89d9-6490-473c-b5ec-56e898ea8f04,32257,32257_2477,75,0,false
a02f3ac7-1310-4117-b56b-cf8b4accea26,32258,32258_2478,75,0,false
8cca42aa-df5b-4397-b70d-b54e5f5a71fb,32259,32259_2479,75,0,false
1af7230c-500f-4879-9ab8-05d34de9d3fb,32260,32260_2507,45,0,false
7be97e10-a932-4835-b71f-4b9977af31b6,32261,32261_2508,45,0,false
035048f0-fa57-4ee3-be45-06ae02fae4d3,32262,32262_2509,45,0,false
a912dee2-ee04-4044-acb8-43b56bf81186,32263,32263_2510,45,0,false
b9a45544-4bcf-4dc1-95d2-290f80c15d18,32264,32264_2511,45,0,false
ec5ec2d8-2ace-40c3-8672-f4644b794a4b,32265,32265_2512,45,0,false
4a5e56a9-158d-48b7-8a96-331ae1f85bbf,32266,32266_2521,37.5,0,false
cd35f784-e854-487b-9b3d-1667125f7d7e,32267,32267_2522,37.5,0,false
461c9219-be6e-43fd-adf6-64135f650a65,32268,32268_2523,37.5,0,false
3a06aeec-6cd9-46b8-92bd-c3b739a98f28,32269,32269_2524,37.5,0,false
d157372b-b364-43fa-8eec-ffb10a93725a,32270,32270_2525,65,0,false
645a44c5-b37f-437f-b8fe-2b231357be7d,32271,32271_2526,65,0,false
46ba9cab-0dd5-49df-8bfb-092ebc64d0c4,32272,32272_2527,65,0,false
e70661be-4fa5-4665-bb61-a16507e599e6,32273,32273_2528,65,0,false
72c050eb-a7f9-4896-8921-6604f46d0365,32274,32274_2529,65,0,false
d4ad4fa6-9dd7-4fba-84e8-ae040ddeec3b,32275,32275_2530,65,0,false
511507ec-63df-4a33-8ad3-50a8fc652f80,32276,32276_2531,65,0,false
6944a274-ce59-497d-9859-6675eca3a94a,32277,32277_2532,65,0,false
8d84c9ad-9871-48e8-a79d-516e8f317d5d,32278,32278_2533,65,0,false
b9fb1b17-fa90-4c1a-b40e-d99358fc047a,32279,32279_2534,65,0,false
c4b4f713-a6f9-4380-8798-ee89484b928d,32280,32280_2535,65,0,false
e698df8e-295c-410f-83ed-565ae2f5d2b8,32281,32281_2536,65,0,false
aa5907ba-1bf0-4443-bc68-be8cf7cf5de3,50739,QB-1109,28,0,false
a2c065de-5d0e-4959-97ec-272251c9a810,50770,QB-1088,0,0,false
4d753f07-553d-43eb-aa35-d72782bf5474,50780,QB-1089,5,0,false
82b21133-29a8-497f-8350-6f1374fa1911,51059,QB-1248,0,0,false
8b99c4ad-143e-4b28-99e2-be9bdc1421dd,7930,QB-1002,130,0,false
b7f92dfc-b16e-4fe5-b0d5-936381a313f3,8567,QB-256,130,0,false
cb0bb936-b50a-4ead-8b75-ce8d36f3ee34,8690,QB-1284,79.99,0,false
e2ac18cb-6868-45a1-8705-bdce8ebf69a4,98742,0_1400,25.98,0,false
fcf45bb1-d278-49e9-be91-6edc374a2afb,A101/G,A101/G_1560,18.3,0,false
e3f8a8e7-1bd2-49c5-a0b9-5dc7b75cedba,A101/R,A101/R_1559,18.3,0,false
224226a1-5b65-44b5-a67b-61d1dec1054e,A101/W,A101/W_1442,18.3,0,false
514f841d-183b-4c51-934e-63d708f46522,Active-Flex Buoyancy Jammer 3/2mm Black/Orange,SFI-142,65,0,true
fc8fc558-48cf-42a0-9241-01e484778499,Active-Flex Swim Beanie Grey/Orange,SFI-143,35,0,true
0ae789bf-399f-4ac4-bdce-563248e7a8b3,Active-Flex Swim Cap Grey/Orange,SFI-144,35,0,true
1e82f6a7-37eb-4ad7-bf3c-8e3201d2bb80,Active-Flex Swim Glove Grey/Orange,SFI-145,35,0,true
dd8673a1-26be-43f8-930a-f5a13f10fbad,Active-Flex Swim Sock Grey/Orange,SFI-146,35,0,true
71794c62-f396-4ab2-b084-d9ed0c19816e,Adult Towelling Changing Robe,SFI-147,49.99,0,true
da53895a-a702-4343-ba1d-8f0cc7714d02,Adventure Lights,SFI-124,25.99,0,true
